Харлей с боковым прицепом,450 000  ₽,"Нарвская, 1	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/harley_s_bokovym_pritsepom_356551148
Питбайк,55 000  ₽,"Адмиралтейская, 300	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/pitbayk_1834044711
Harley Davidson Arlen Ness pro-street обмен на ком,1 900 000  ₽,"Адмиралтейская, 500	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/harley_davidson_arlen_ness_pro-street_obmen_na_kom_1781293128
Питбайк BSE EVO 110e SA 14/12,Цена не указана,"Елизаровская, 1,7	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/pitbayk_bse_evo_110e_sa_1412_1860829446
Кроссовый мотоцикл BSE J1 250e LE 21/18,Цена не указана,"Елизаровская, 1,7	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/krossovyy_mototsikl_bse_j1_250e_le_2118_1860624955
Honda CB 600 Hornet,270 000  ₽,"Старая деревня, 900	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/honda_cb_600_hornet_1800479339
BMW F 650 GS dakar,250 000  ₽,"Проспект Большевиков, 1,5	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/bmw_f_650_gs_dakar_1783041988
Honda CRF450R 2015г,350 000  ₽,"Адмиралтейская, 400	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/honda_crf450r_2015g_1902151279
Мотоцикл Honda CBR600 без пробега по РФ,175 000  ₽,"Бухарестская, 1,2	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/mototsikl_honda_cbr600_bez_probega_po_rf_1915096573
Zongshen ZS250,60 000  ₽,"Ладожская, 6,6	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/zongshen_zs250_1817902878
Мотоцикл Suzuki RF900 Без пробега по РФ как новый,199 900  ₽,"Бухарестская, 1,2	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/mototsikl_suzuki_rf900_bez_probega_po_rf_kak_novyy_1915319102
BMW g310r,300 000  ₽,"Пушкинская, 200	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/bmw_g310r_1913991648
Мотоцикл Honda CB600 Hornet,355 000  ₽,"Бухарестская, 1,2	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/mototsikl_honda_cb600_hornet_1915317540
Tvs apache 2008,22 000  ₽,Купчино,https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/tvs_apache_2008_1655367621
Мотоцикл Минск X250 + шлем Minsk,85 000  ₽,"Проспект Большевиков, 1,6	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/mototsikl_minsk_x250_shlem_minsk_1260397756
Днепр мт-9 Урал,35 000  ₽,"Московская, 400	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/dnepr_mt-9_ural_1869637098
Husqwarna FC 250 2020,555 000  ₽,"Академическая, 1,3	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/husqwarna_fc_250_2020_1914246657
Мотоцикл Yamaha XTZ 750 1997г.в,350 000  ₽,"Удельная, 500	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/mototsikl_yamaha_xtz_750_1997g.v_1874117065
Husqvarna FC 250 2020,480 000  ₽,"Академическая, 1,3	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/husqvarna_fc_250_2020_1914543358
V-max 1200,265 000  ₽,Комендантский проспект,https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/v-max_1200_1641377118
Suzuki Gsx-r-1100- (1990). Без пробега по РФ,240 000  ₽,Проспект Ветеранов,https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/suzuki_gsx-r-1100-_1990._bez_probega_po_rf_1864226332
Husqvarna FC 450 2020,555 000  ₽,"Академическая, 1,3	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/husqvarna_fc_450_2020_1850786694
Kawasaki zzr 600,65 000  ₽,Автово,https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/kawasaki_zzr_600_1857170998
Harley Davidson V-Rod,1 350 000  ₽,"Беговая, 2,5	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/harley_davidson_v-rod_1795221570
Wels mx250,64 000  ₽,"Комендантский проспект, 1,4	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/wels_mx250_1820284745
Урал М72 1954г,25 000  ₽,"Беговая, 900	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/ural_m72_1954g_1888479773
Suzuki VZ400 Desperado 1996 г.в,150 000  ₽,"Приморская, 1,4	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/suzuki_vz400_desperado_1996_g.v_1829430863
Honda VRX 400 cafe racer,215 000  ₽,"Площадь Восстания, 100	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/honda_vrx_400_cafe_racer_1808490296
Honda Shadow 600,270 000  ₽,"Комендантский проспект, 1,4	 км",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/honda_shadow_600_1819908663
Мотоцикл BSE J1 LE,85 000  ₽,Улица Дыбенко,https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/mototsikl_bse_j1_le_1818036793
Suzuki GSX R1000 L2 2012г,620 000  ₽,"Адмиралтейская, 300	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/suzuki_gsx_r1000_l2_2012g_1856591654
Apollo RFZ Start 125L зеленый,59 990  ₽,"Парнас, 800	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/apollo_rfz_start_125l_zelenyy_1867682759
"Ява 638,12Вт",95 000  ₽,"Парк Победы, 100	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/yava_63812vt_1917674481
Мотоленд R1 PRO,125 000  ₽,"Санкт-Петербург, Зеленогорск, проспект Ленина",https://www.avito.ru/sankt-peterburg_zelenogorsk/mototsikly_i_mototehnika/motolend_r1_pro_1847590272
Rucker Predator,1 200 000  ₽,Старая деревня,https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/rucker_predator_1222285327
KTM 50 sx,140 000  ₽,"Площадь Мужества, 900	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/ktm_50_sx_1774744829
Honda NC700 XA 2012 г,390 000  ₽,"Кировский завод, 600	 м",https://www.avito.ru/sankt-peterburg/mototsikly_i_mototehnika/honda_nc700_xa_2012_g_1865907300
